INV No.,UPC,ASIN,LPN,CAT,SUB,Location,Condition,Package Size,NOTES,Sold,Current QTY,QTY's,No in Box,Title,Image Link,Sup Order #,Ship date,Shipped By,Order ID
2218.0,8112309572842,,,,,R8-B11-S3,BN,Letter,,12.0,0.0,12.0,2.0,Sign - Pull / 6x15cm,,,12/08/2024,info.afgretail@gmail.com,
2219.0,8112309572859,,,,,R8-B11-S3,BN,Letter,,11.0,0.0,11.0,3.0,Sign - Push / 6x15cm,,,12/08/2024,info.afgretail@gmail.com,
2245.0,9342836019490,,,,,R8-B11-S3,BN,Letter,,11.0,0.0,11.0,9.0,Sign-Toilet / 200x60mm,https://www.augoods.com.au/assets/thumb/JT-9342836019490.png,,18/08/2024,info.afgretail@gmail.com,
1661.0,9350105606166,,,Apparel,Women's Active,BN43,BN,S,,1.0,0.0,1.0,5.0,"Silent Theory Women's Pant Fluid, Black, 12",,,7/8/2024,info.afgretail@gmail.com,
2155.0,9325024034598,,LPNPM136888972,Beauty,Hair Care,R5B8S1,LN,O,,,1.0,,2.0,Silver Bullet Bestie Straightener 25mm,https://images-na.ssl-images-amazon.com/images/I/41YMhlizLML.jpg,NL,,,
2170.0,9325024044917,,LPNPM136897748,Beauty,Hair Care,R5B8S2,LN,O,,,1.0,,4.0,Silver Bullet Fastlane Ceramic Curling Iron Pink 32mm,https://images-na.ssl-images-amazon.com/images/I/41hYxhxfDzL.jpg,NL,,,
2154.0,9325024016884,,LPNPM100083903,Beauty,Hair Care,R5B8S1,LN,O,,,1.0,,1.0,Silver Bullet Genesis Hot Air Brush 19mm,https://images-na.ssl-images-amazon.com/images/I/41RnPxlCznL.jpg,NL,,,
3235.0,355739626435,,,,,WS5-R2-B,BN,Envelope,,,35.0,35.0,5.0,Silver Double Steel Blade Cigar Cutter Scissors Shear Tobacco Trimmer Smoke Tool,https://www.augoods.com.au/assets/thumb/MRK-CGRCUT-SLV.jpg,,23/09/2024,,
3373.0,355739625513,,,,,R2-B2-S3,BN,O,,,1.0,1.0,1003.0,Silver Hip Flask and Shot Glass Gift Set Stainless Steel 9oz,https://www.augoods.com.au/assets/thumb/MRK-FLSKGS-SIL.jpg,,02/02/2025,,
2593.0,BICMAXIHOLD-SLV,,BICMAXIHOLD-SLV,SMOKING,,R2-B2-S3,BN,,,5.0,995.0,1000.0,5.0,Silver Metal Lighter Case Cover Holder Sleeve Pouch For BIC Large Lighter J26,https://www.augoods.com.au/assets/thumb/MRK-BICMAXIHOLD-SLV.jpg,,09/03/2025,info.afgretail@gmail.com,N81873
2598.0,355739625544,,,SMOKING,,R2-B2-S3,BN,,,1056.0,0.0,1056.0,9.0,Silver Metal Lighter Case Cover Holder Sleeve Pouch For BIC Mini Lighter J25,https://www.augoods.com.au/assets/thumb/MRK-BICMINIHOLD-SIL.jpg,,23/02/2025,info.afgretail@gmail.com,N80381
2944.0,PP-SLV,,,,,WS3-R7-A,BN,,,,100.0,100.0,2.0,Silver Metal Smoking Pipe Washable Solid Smoking Tobacco Herbs,https://www.augoods.com.au/assets/thumb/XN-PP-SLV.jpg,,02/06/2024,,
2665.0,355739627234,,OILLTR-SLV,SMOKING,,WS5-R3-A,BN,,,2.0,998.0,1000.0,5.0,Silver Oil Lighter Metal Flip Top Windproof Fluid Refillable,https://www.augoods.com.au/assets/thumb/MRK-OILLTR-SLV.jpg,,16/03/2025,info.afgretail@gmail.com,
2832.0,SNFSPN,,SNFSPN,SMOKING,,WS2-R4-C,BN,,,,200.0,1000.0,1.0,Silver Snuff Spoon Micro Spatula Stainless Steel Scoop Antique,https://www.augoods.com.au/assets/thumb/XN-SNFSPN-SLV.jpg,,,,
2304.0,37000018711,TIDE1PACK,0T-DOGW-WOB3,,,R3-B4-S2,BN,,,100.0,0.0,100.0,2.0,Single Tide Pen,https://www.augoods.com.au/assets/thumb/US-TIDE-1PEN.jpg,,15/11/2024,info.afgretail@gmail.com,N69188
2194.0,848518022660,,,Adult,,ST1,BN,M,,1.0,0.0,,999.0,Size Matters Clitoral Pumping System with Detachable Acrylic Cylinder,https://www.augoods.com.au/assets/thumb/EPR-1365-848518022660.jpg,NL,14/08/2023,info.afgretail@gmail.com,N38346
1749.0,768680261875,,LPNPM136879697,Apparel,Watches,LN5,LN,S,ITEM IS IN PRESTINE LIKE NEW CONDITION,,1.0,,13.0,SKAGEN Men's SKT1114 Smart Digital Green Watch,,NL,,,
1740.0,4053858976023,,LPNPM136861888,Apparel,Watches,LN5,LN,S,"ITEM IN BRAND NEW CONDITION, OPEN BOX",,1.0,,4.0,SKAGEN Men's SKW6446 Year-Round Analog-Digital Quartz Brown Band Watch,https://images-na.ssl-images-amazon.com/images/I/41xgyOkxpkL.jpg,NL,,,
853.0,703765812399,B00ET7W6MU,,Home,Plumbing,BN17,BN,S,,2.0,0.0,2.0,68.0,Sloan 3317004 Flushometer Rebuild Kit,https://images1.plumbersstock.com/product/750/750/93271.jpg,,1/12/2024,info.afgretail@gmail.com,N71230
1105.0,703765991537,b00et2gtzk,,Home,Plumbing,BN26,BN,Letter,,1.0,0.0,1.0,19.0,Sloan ISOLATED SOLENOID OPERATOR -Toilet Flush Valves Part -3325462,https://images-na.ssl-images-amazon.com/images/I/61vmQe8d8mL._AC_SX522_.jpg,,28/7/2024,info.afgretail@gmail.com,
560.0,671254144248,B0054QGF2W,,Home,Plumbing,BN9,BN,Letter,,1.0,0.0,1.0,126.0,Sloan Valve Optima Override Button Replacement Kit,https://images-na.ssl-images-amazon.com/images/I/31TZEwzPEAL.jpg,,16/7/2024,info.afgretail@gmail.com,
3370.0,9321310110793,,HSLSK-023RED53,,,R8-B16-S5,BN,Envelope,,11.0,39.0,50.0,4.0,SLSA Swim Beach Swim Hat w Neck Flap -53cm Red Kids 4-9yr Nylon Elastane UPF50+,https://www.augoods.com.au/assets/thumb/JT-HSLSK-023RED53.jpg,,23/03/2025,info.afgretail@gmail.com,N83469
2259.0,9360117000210,3265874237213,hy-br32,VAC PARTS,,R8-B12-S3,BN,M,,6.0,1.0,7.0,1.0,Small Round  Vacuum Cleaner Dusting Brush - 32mm,https://www.augoods.com.au/assets/thumb/HG-9360117000210.png,1,29/03/2025,info.afgretail@gmail.com,"N84168,N84171,N84173,N84176,N84177,N84178,N84181,N84186,N84188,N84189,N84190,N84193,N84194,N84195,N84202,N84208,N84210,N84217,N84218,N84221,N84226,N84229,N84233,N84235"
2909.0,651277420178,,,,,R2-B3-S3,BN,s,,,11.0,11.0,4.0,Smokebuddy - The Original Genuine Personal Air Filter Smoking Herbs - Black,https://www.augoods.com.au/assets/thumb/XN-SMKBUD-BLK.jpg,,26/05/2024,,
3212.0,651277420246,,,,,R2-B3-S3,BN,O,,,4.0,4.0,5.0,Smokebuddy - The Original Genuine Personal Air Filter Smoking Herbs - White Glow In The Dark,https://www.augoods.com.au/assets/thumb/XN-SMKBUD-BLK.png,,17/09/2024,,
3248.0,651277420048,,0160 Black,,,R2-B3-S3,BN,O,,9.0,1.0,10.0,7.0,Smokebuddy Jr - The Original Personal Air Filter Smoking Herbs - Black,https://www.augoods.com.au/assets/thumb/XN-SMKBUDJNR-BLK.png,,23/03/2025,info.afgretail@gmail.com,N83451
2639.0,6854228979402,,,SMOKING,,WS0-R2-C,BN,S,,454.0,546.0,1000.0,1.0,"Smoking Gift Set with Pipe, Grinder Ash & Rolling Tray 1",https://www.augoods.com.au/assets/thumb/MRK-GS-RANDM1.jpg,,28/03/2025,info.afgretail@gmail.com,
2965.0,CSEGS-SKULL,,,,,WS6-R2-A,BN,S,,7.0,0.0,7.0,999.0,"Smoking Gift Set with Scale, Grinder, Stash Jar,Rolling Tray & More-Skull Design",https://www.augoods.com.au/assets/thumb/XN-CSEGS-SKULL.jpg,,19/11/2024,gabrieladitya2803@gmail.com,
1760.0,6970194085258,,LPNPM100047054,Electronics,Camera & Photo,LN5,LN,L,,,1.0,,24.0,Smooth 4 Handheld 3-Axis Gimbal for Smartphones Black,https://images-na.ssl-images-amazon.com/images/I/41hE8o1bdcL.jpg,NL,,,
1277.0,45544527750,B00AXSEIFW,,Home,Seasonal Decor,BN29,BN,S,,1.0,0.0,1.0,21.0,"Snowbabies Guest Collection Oil for Tin Man Figurine, 4-Inch",https://images-na.ssl-images-amazon.com/images/I/51TTlr3fgDL.jpg,,30/7/2024,info.afgretail@gmail.com,
2900.0,SNFSPN-SCPTR,,,,,WS2-R3-B,BN,,,,100.0,100.0,3.0,Snuff Spoon Micro Spoon Spatula Spoon Stainless Steel Scoop Sceptre Antique,https://www.augoods.com.au/assets/thumb/XN-SNFSPN-SCPTR.jpg,,26/05/2024,,
1317.0,768134633531,b01n8zsrbq,,Electronics,Camera & Photo,BN31,BN,M,,2.0,0.0,2.0,15.0,"Soft Leather Camera Lens Pouch with Adjustable Handle - Compatible with, and DSLR Lenses - Lightweight Travel Bag -MegaGear",https://images-na.ssl-images-amazon.com/images/I/51M4OC4xzkL.jpg,,1/3/2025,info.afgretail@gmail.com,N81010
1821.0,4548736091405,,LPNPM136836702,Electronics,Speakers & Headphones,LN9,LN,S,,,1.0,,4.0,"Sony Bluetooth Speaker Sony SRS-XB12 EXTRA BASS Portable BLUETOOTH Speaker, Black, (SRS-XB12B)",https://images-na.ssl-images-amazon.com/images/I/31gVESg0hML.jpg,NL,,,
1799.0,4905524969979,,LPNPM136849423,Electronics,,LN7,LN,M,,,1.0,,8.0,"Sony Clock Radio, Black (ICFC1B)",https://images-na.ssl-images-amazon.com/images/I/517A82UDWlL.jpg,NL,,,
1794.0,6953045459804,,LPNPM136845226,Electronics,Speakers & Headphones,LN7,LN,M,,,1.0,,3.0,Sony MDRZX110NC Noise Cancelling Headphones,https://images-na.ssl-images-amazon.com/images/I/31XMSLC5kNL.jpg,NL,,,
1825.0,4548736070585,,LPNPM100064064,Electronics,Speakers & Headphones,LN9,LN,S,,,1.0,,8.0,"Sony WI-C300/LZ  E In-ear Headphones, Blue",https://images-na.ssl-images-amazon.com/images/I/31p7dRqZtGL.jpg,NL,,,
2104.0,848709071477,,,Electronics,Accessories,R3B4S1,BN,O,,1.0,0.0,,999.0,"Speck MacBook Pro 15"" w/Without Touch Bar SmartShell Glitter Case, 1 Hardshell for All MacBook Models with Scratch-Resistant Finish and On-The-Go Protection, Calypso Blue Diffuse",https://images-na.ssl-images-amazon.com/images/I/31ID56nUZvL.jpg,NL,12/08/2024,info.afgretail@gmail.com,
929.0,848709041173,B06X91P2K5,,Electronics,Cases,BN21,BN,Letter,,1.0,0.0,1.0,2.0,"Speck Samsung Galaxy S8+ Presidio Case Protected Phone with Raised Bezel, Black",https://images-na.ssl-images-amazon.com/images/I/41MyBIiKktL.jpg,,23/7/2024,info.afgretail@gmail.com,
7.0,848709054890,B079C5TMBB,,Electronics,Accessories,BN1,BN,Letter,,1.0,0.0,1.0,6.0,"Speck Samsung Galaxy S9 Presidio Folio Case, IMPACTIUM 10-Foot Drop Protected Phone Case with Adjustable Viewing Stand and Secure & Private Card Slot, Heartrate Red/Graphite Grey",https://images-na.ssl-images-amazon.com/images/I/31OT1Df4e%2BL.jpg,,4/7/2024,info.afgretail@gmail.com,
30.0,848709064523,B07HZBGTMP,,Electronics,Accessories,BN1,BN,Letter,,1.0,0.0,1.0,29.0,"Speck Samsung Galaxy Tab A 8.0 Balance Folio Case, Slim Adjustable Stand Black",https://images-na.ssl-images-amazon.com/images/I/31loWXqryRL.jpg,,4/7/2024,info.afgretail@gmail.com,
664.0,5034856438446,,,,,BN13,BN,M,,1.0,0.0,1.0,42.0,Speedo Junior Swin Cap Set - 3 Pack,,,18/7/2024,info.afgretail@gmail.com,
2052.0,884506100521,B07GJNLJH4,LPNPM136870487,Apparel,Shoes - Men's,R2B7S1,BN,L,,1.0,0.0,,999.0,"Sperry Australia Gold A/O Rivington Men's Boat Shoes, Tan, 10 US",https://images-na.ssl-images-amazon.com/images/I/71yMh9luYeL._AC_SL1500_.jpg,NL,06/09/2023,gabrieladitya2803@gmail.com,N39237
1400.0,9781787390225,1787390225,,Books,,BN34,BN,S,,2.0,0.0,2.0,29.0,Spock's Logic Puzzle Box,https://images-na.ssl-images-amazon.com/images/I/71RWuuY8AiL.jpg,,24/9/2024,info.afgretail@gmail.com,N63374
2243.0,9336781018608,,,,,R8-B11-S1,BN,S,,3.0,0.0,3.0,6.0,Spoon Spatula / 26cm Silicone (Betty Crocker),https://www.augoods.com.au/assets/thumb/JT-9336781018608.png,,16/8/2024,info.afgretail@gmail.com,
3259.0,355739628392,,,,,R2-B2-S4,BN,Envelope,,,16.0,16.0,4.0,Sprite Soda Can Safe Stash Hidden Compartment Diversion Safe Stealth Storage Container,https://www.augoods.com.au/assets/thumb/MRK-STSHCN-SPRTE-1PK.jpg,,07/10/2024,,
3089.0,4007817221006,,,,,R8-B18-S2,BN,Envelope,,,17.0,17.0,2.0,STAEDTLER Crayons STAEDTLER Noris Club Wax Twister WLT12,https://www.augoods.com.au/assets/thumb/STEADLER-WC.jpg,,14/07/2024,,
2586.0,ASHT-REG-GR,,ASHT-REG-GR,SMOKING,,WS3-R8-C,BN,S,,21.0,979.0,1000.0,1.0,Stainless Steel Ashtray Cigarettes Smoking Outdoor Swivel Lid - Green,https://www.augoods.com.au/assets/thumb/MRK-ASHT-REG-GR.jpg,,20/02/2025,info.afgretail@gmail.com,"N80011,N80013,N80015,N80018,N80021,N80026,N80028,N80029,N80032,N80033,N80034,N80038,N80042,N80044,N80045,N80048,N80050,N80054,N80055,N80056,N80061,N80064,N80066,N80069,N80070,N80074,N80076,N80079,N80080,N80082"
2232.0,9333527002624,,,,,R8-B11-S2,BN,Letter,,33.0,0.0,33.0,2.0,Stainless Steel Knife And Peeler 4pc Set / 20cm (Pack of 4),https://www.augoods.com.au/assets/thumb/JT-9333527002624.png,,09/02/2025,info.afgretail@gmail.com,N78906
3078.0,355739627654,,,,,WS2-R3-B,BN,Envelope,,,16.0,16.0,5.0,Stainless Steel Shovel Tool Small Spoon Design Portable Keyring Chain Ring Gift,https://www.augoods.com.au/assets/thumb/XN-KEYCHAIN-SHOVEL.jpg,,11/07/2024,,
3020.0,5010993958610,,,,,R8-B13-S0,BN,O,,,100.0,100.0,1.0,Star Wars The Black Series Saw Gerrera Toy 6-Inch-Scale Rogue One-Action Figure,https://www.augoods.com.au/assets/thumb/TC-5010993958610.jpg,,21/06/2024,,
488.0,65030862134,,,Electronics,Computer Components,BN9,BN,S,,1.0,0.0,1.0,54.0,StarTech 100 Pack of M6 Mounting Screws - M6 x 12mm Screws,https://assets.quzo.net/site/catalogue/Full/2017/11/100-pack-of-m6-mounting-screws.jpg,,14/7/2024,info.afgretail@gmail.com,
138.0,65030853071,,,,,BN2,BN,S,,1.0,0.0,1.0,20.0,StarTech 10m Ethernet Fiber Optic Cable - Single-Mode Duplex 9/125 LSZH - LC/SC,https://i.ebayimg.com/images/g/RwkAAOSwo69ez8dE/s-l1600.jpg,,7/7/2024,info.afgretail@gmail.com,
556.0,65030862158,,,Electronics,Computer Components,BN9,BN,Letter,,1.0,0.0,1.0,122.0,StarTech M6 Cage Nuts - 50 Pack - Black,https://images-na.ssl-images-amazon.com/images/I/71pb530oXaL._AC_SL1500_.jpg,,16/7/2024,info.afgretail@gmail.com,
207.0,65030849388,,,,,BN5,BN,XL,,1.0,0.0,1.0,13.0,Startech.com 50' High Speed HDMI Cable - HDMM50,https://sgcdn.startech.com/005329/media/products/gallery_large/HDMMXMP.main.jpg,,8/7/2024,info.afgretail@gmail.com,
157.0,65030836296,,,,,BN3,BN,M,,1.0,0.0,1.0,11.0,StarTech.com MCMGBSC15 1000 Mbps Transceiver Fiber Ethernet Media Converter RJ-45 / SC single-mode,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTM0duMbYCGpHqk-O_fbf0ArvBvdR0h-90kUZNUqH_M6Am5tLC7TDo&usqp=CAc,,7/7/2024,info.afgretail@gmail.com,
191.0,65030836289,,,,,BN4,BN,M,,1.0,0.0,1.0,27.0,StarTech.com Multi Mode Fiber Ethernet Media Converter Transceiver,https://assets.kogan.com/images/pbtech/ITZ-ITZPNETSTTVUJU/1-8f52893de7-netstt690391.jpg?auto=webp&canvas=1200%2C630&fit=bounds&height=630&quality=75&width=1200,,8/7/2024,info.afgretail@gmail.com,
2231.0,9319422074546,,,,,R8-B11-S3,BN,Letter,,12.0,0.0,12.0,6.0,Steel Tweezer Silver Set / Pack of 4 (11 cm/ 11.5cm/ 11.8cm/ 12cm),https://www.augoods.com.au/assets/thumb/JT-9319422074546.png,,13/8/2024,info.afgretail@gmail.com,
1021.0,609098805827,B006XE7ABE,,Electronics,Accessories,BN24,BN,S,,1.0,0.0,1.0,13.0,Stinger SI4820 20-Foot 4000 Series Video Composite Cable,https://images-na.ssl-images-amazon.com/images/I/4123P79K9gL.jpg,,25/7/2024,info.afgretail@gmail.com,
1027.0,9310719067708,,,Office,,BN25,BN,Letter,,1.0,0.0,1.0,1.0,"Straight handle Stainless steel Scissors, 178 mm Size - Westcott Kleenearth",https://www.augoods.com.au/assets/thumb/EPR-1426-9310719067708.jpg,,25/7/2024,info.afgretail@gmail.com,
3008.0,CYCLONE-CLR-STR-1PK,,,,,WS8-R2-C,BN,Envelope,,,100.0,100.0,3.0,Strawberry 1 Pack,https://www.augoods.com.au/assets/thumb/MRK-CYCLONE-CLR-STR-1PK.jpg,,17/06/2024,,
949.0,9789063692315,9063692315,,Books,,BN21,BN,Letter,,1.0,0.0,1.0,22.0,Street Style Memory Game: Barbara Iweins,https://images-na.ssl-images-amazon.com/images/I/71fVopvbGxL.jpg,,24/7/2024,info.afgretail@gmail.com,
1018.0,190133291397,b01abyprum,,Kitchen,Bar & Beverage,BN24,BN,S,,1.0,0.0,1.0,10.0,"Students Tears Aqua -Teacher Gift- Sports eco-friendly Water Bottle, 620 ml (21oz) 3dRose",https://images-na.ssl-images-amazon.com/images/I/61nMjnaZGeL.jpg,,25/7/2024,info.afgretail@gmail.com,
1721.0,9311445021262,B076JQFDXD,LPNPM136789603,,,LN3,LN,M,,,1.0,,7.0,"Sunbeam EP5000 Heat Pad,White/Red",https://i.ebayimg.com/images/g/HAEAAOSwAUBd-nI5/s-l1600.jpg,NL,,,
2011.0,9311445016855,B076JQRV8M,LPNPM136850460,Kitchen,Hot Beverages,R2B1S1,LN,XL,,,1.0,,1.0,"Sunbeam Express Kettle, White",https://images-na.ssl-images-amazon.com/images/I/31pOcB%2BetDL.jpg,NL,,,
155.0,756343017211,B00N9ALM1Y,,Home,Painting Supplies,BN3,BN,S,,1.0,0.0,1.0,9.0,"Sungold Abrasives 01721 Eclipse Film 1000 Grit PSA Sticky Back Rolls 25 Yards, 2-3/4-inch",https://images-na.ssl-images-amazon.com/images/I/41tnlEe3mUL.jpg,,7/7/2024,info.afgretail@gmail.com,
1413.0,756343680644,B06XWCSPWD,,Home,Power Tool Accessories,BN35,BN,XL,,1.0,0.0,1.0,12.0,"Sungold Abrasives 68064 Premium X-Weight Cloth Aluminum Oxide 100 Grit Edge Sander Belt (Pack of 2), 6""X80""",https://images-na.ssl-images-amazon.com/images/I/31pah1tiN-L.jpg,,2/8/2024,info.afgretail@gmail.com,
2510.0,9360117002719,,dy-fmopv2,VAC PARTS,,R1-B11-S5,BN,M,,7.0,1.0,8.0,2.0,"Superior Mop & Vacuum Tool for Dyson V7, V8, V10, V11 & V15 Vacuum Cleaners",https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/410/1761/mopping_tool_w_logo__62451.1666824216__28913.1677199476.png?c=1,,12/08/2024,info.afgretail@gmail.com,N58984
2008.0,7661459792361,B000I1X3YG,LPNPM136894856,Kitchen,Cookware,R1-B1-S1,LN,O,BRAND NEW OPEN BOX.,,1.0,,4.0,"Swissmar F66415 Copper Fondue Set, Copper-Plated Stainless Steel",https://images-na.ssl-images-amazon.com/images/I/71YpDqal0bL.jpg,NL,,,
487.0,708056064242,,,,,BN9,BN,S,,1.0,0.0,1.0,53.0,Switch Slim Travel Case - Poke Ball Edition Nintendo Switch,https://i.ebayimg.com/images/g/DxkAAOSwvH5dKLPs/s-l1600.jpg,,14/7/2024,info.afgretail@gmail.com,
2410.0,dy-hardtool,744109425189,dy-hardtool,VAC PARTS,,R8-B16-S5,BN,S,,9.0,0.0,9.0,1.0,"Swivel Hard floor tool Dyson DC35, DC44, DC45, DC59, V6, DC54, DC39, DC37",https://www.augoods.com.au/assets/thumb/HG-dy-hardtool.jpg?20230816073314&1692151590339,,03/07/2024,info.afgretail@gmail.com,
2341.0,dy-hardtoolcy22,,dy-hardtoolcy22,VAC PARTS,,R8-B17-S5,BN,S,,7.0,0.0,7.0,999.0,"Swivel Hard Floor Tool for Dyson Cinetic Ball CY22, CY23 Vacuum Cleaners",https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/1280x1280/products/416/1728/hard_floor_tool_hygieia_cy22_dyson_1__60441.1665987387__78432.1677198587.jpg?c=1?imbypass=on,,26/09/2023,info.afgretail@gmail.com,N40071
2491.0,dy-hardtoolv7,,dy-hardtoolv7,VAC PARTS,,R8-B15-S7,BN,M,,36.0,6.0,42.0,1.0,Swivel Hard floor tool for Dyson V7 to V15 vacuum cleaners,https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/312/1047/dyson_hygieia_hard_floor_head_7__25443__79015.1677624473.jpg?c=1,,20/03/2025,info.afgretail@gmail.com,N83135
2000.0,4690577031833,,,,,R1-B2-S1,LN,O,BRAND NEW OPEN BOX.,,1.0,,1.0,Swordfish TORPEDO Watersports Ski Tube 1 Person Inflatable Towable,https://sc01.alicdn.com/kf/HTB1ybjwhYYI8KJjy0Faq6zAiVXad.jpg,NL,,,
1085.0,9346112006334,B078HXC2H4,,Electronics,Cases,BN25,BN,Letter,,2.0,0.0,2.0,59.0,"Tachh Wireless Buds Earphones, Electric Blue",https://images-na.ssl-images-amazon.com/images/I/317ZVsT6fBL.jpg,,23/10/2024,info.afgretail@gmail.com,N66473
1128.0,687752866247,B00562QWMW,,Home,Plumbing,BN27,BN,S,,1.0,0.0,1.0,17.0,Taco Zone Sentry Zone ValvesTaco Z050C2-1 Taco Zone Sentry Zone Valves,https://images-na.ssl-images-amazon.com/images/I/51JU9oYQ%2BNL.jpg,,28/7/2024,info.afgretail@gmail.com,
3168.0,9327329014039,,,,,WS2-R5-B,BN,Envelope,,,50.0,50.0,1.0,Tally-Ho Micro Slim Orange Filter Tips Paper 140 Count,https://www.augoods.com.au/assets/thumb/CG-TLYHO-ORG-1PK.jpg,,18/08/2024,,
1673.0,4904785812505,B0753J7ZTS,LPNPM100103770,,,LN1,LN,XL,"BRAND NEW OPEN BOX, SLIGHT TEAR ON BOX",,1.0,,6.0,"Tanita Australia HD-380 Bathroom Scale - Pearl White, 2 kilograms",https://images-na.ssl-images-amazon.com/images/I/31AXnLs5HML.jpg,NL,,,
1999.0,3168430255852,B071WM5CL8,LPNPM100025821,Kitchen,Cookware,R1-B2-S1,LN,O,"BRAND NEW OPEN BOX, MINOR BOX DAMAGE.",,1.0,,5.0,TEFAL H8030744 Jamie Oliver Premium SS FP 30cm,https://images-na.ssl-images-amazon.com/images/I/91GFv3zic-L.jpg,NL,,,
2547.0,9360117000791,744109425318,mi-tels,VAC PARTS,,R8-B13-S1,BN,S,,29.0,0.0,29.0,2.0,Telescopic rod for Miele vacuum cleaners,https://www.augoods.com.au/assets/thumb/HG-9360117000791.jpg,,14/10/2024,info.afgretail@gmail.com,N65472
2095.0,49794110113,B06W9MT5WH,,Outdoors & Camping,Outdoor,R3B3S1,BN,L,,1.0,0.0,,999.0,"Texsport 45 Quart Hydra Pack with Hard Bottom, Matte Army Green",https://images-na.ssl-images-amazon.com/images/I/81UU5cKuM0L._AC_SL1500_.jpg,NL,11/08/2024,info.afgretail@gmail.com,
3067.0,9310924028501,,,,,R8-B17-S1,BN,Envelope,,,10.0,10.0,1.0,Texta Laser Colouring Markers School Fun Activity - 12 Colours,https://www.augoods.com.au/assets/thumb/JT-9310924028501.jpg,,04/07/2024,,
980.0,190133422258,b017tcjp5m,,Kitchen,,BN22,BN,M,,1.0,0.0,1.0,5.0,"Thank You for Raising The Man of My Dreams Pink - Two Tone Mug, 325 ml (11oz), Black/White -3dRose",https://images-na.ssl-images-amazon.com/images/I/71KlsWPGLAL.jpg,,24/7/2024,info.afgretail@gmail.com,
927.0,9781780678481,1780678487,,Books,,BN20,BN,Letter,,1.0,0.0,1.0,21.0,The Fame Game: Celebrity Trump Cards,https://images-na.ssl-images-amazon.com/images/I/71us6T0IPEL.jpg,,23/7/2024,info.afgretail@gmail.com,
483.0,9421028193030,,,,,BN9,BN,S,,1.0,0.0,1.0,49.0,"The Herb Farm - Softening Rose Cream Cleanser, 200 milliliters",https://images-na.ssl-images-amazon.com/images/I/61ONCzVVxRL._AC_SL1500_.jpg,,14/7/2024,info.afgretail@gmail.com,
2068.0,9783869301426,,,Books,,R2B8S1,BN,L,,1.0,0.0,,2.0,The Protest Box: Protest on Paper by Martin Parr,https://www.augoods.com.au/assets/thumb/EPR-1477-9783869301426.jpg,NL,11/08/2024,info.afgretail@gmail.com,
1670.0,841163065259,B01I157UAS,LPNPM136848943,,,LN1,LN,XL,BRAND NEW OPEN BOX,,1.0,,3.0,Thermaltake Toughpower Grand RGB 850W 80+ Gold Smart Zero 256-Color RGB Fan Fully Modular Power Supply PS-TPG-0850FPCGUS-R,https://images-na.ssl-images-amazon.com/images/I/81%2BQ9lrKRkL._AC_SL1500_.jpg,NL,,,
3156.0,,,,,,R3-B4-S2,BN,Envelope,,1.0,1.0,2.0,5.0,Tide To Go 3 Pack - Instant Stain Remover Liquid Pen - 3 Count - Laundry washing,https://www.augoods.com.au/assets/thumb/TK-IHKR-JF5D.jpg,,29/09/2024,info.afgretail@gmail.com,N63854
3160.0,IHKR-JF5D,,,,,R3-B4-S2,BN,Envelope,,,100.0,100.0,6.0,Tide To Go 3 Pack - Instant Stain Remover Liquid Pen - 3 Count - Laundry washing,https://www.augoods.com.au/assets/thumb/TK-IHKR-JF5D.jpg,,13/08/2024,,
2981.0,814521012097,,,,,R4-B2-S2,BN,Envelope,,,15.0,15.0,3.0,Tide To Go 5 Pack - Instant Stain Remover Liquid Pen - 5 Count - Laundry washing,https://www.augoods.com.au/assets/thumb/US-814521012097.jpg,,10/06/2024,,
3358.0,355739628675,,,,,R3-B4-S2,BN,Envelope,,1.0,5.0,6.0,483.0,Tide To Go 6 Pack - Instant Stain Remover Liquid Pen - 2x3 count - Laundry washing,https://www.augoods.com.au/assets/thumb/US-TIDEP6PK.jpg,,03/02/2025,info.afgretail@gmail.com,N78320
2399.0,TK-IHKR-JF5D,TIDEP3PK,TIDEP3PK-3,,,R3-B4-S2,BN,,,0.0,100.0,100.0,1.0,Tide to Go Instant Stain Remover Pens 3 Pack,https://www.augoods.com.au/assets/thumb/US-TIDEP3PK-2.jpg,,30/09/2023,,
2400.0,37000018711,,TIDEP3PK-2,,,R3-B4-S2,BN,,,38.0,92.0,130.0,2.0,Tide to Go Instant Stain Remover Pens 3 Pack,https://www.augoods.com.au/assets/thumb/US-TIDEP3PK-2.jpg,,25/03/2025,info.afgretail@gmail.com,N83776
2859.0,DOGW-WOB3,,,,,WS2-R4-B,BN,,,,10.0,10.0,1.0,Tide to-go Single 1 Pack,https://www.augoods.com.au/assets/thumb/0T-DOGW-WOB3.jpg,,16/05/2024,,
3119.0,TIDE1PACK,,,,,WS2-R4-B,BN,Envelope,,,99.0,99.0,5.0,Tide to-go Single 1 Pack,https://www.augoods.com.au/assets/thumb/TIDE1PACK.jpg,,26/07/2024,,
